Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
DUQ420,Think about the period of your life when you injected drugs the most often. How often did you inject then?,DUQY_I_R,Drug Use - Youth,2015,2016,Questionnaire,RDC Only
DUQ430,Have you ever been in a drug treatment or drug rehabilitation program?,DUQY_I_R,Drug Use - Youth,2015,2016,Questionnaire,RDC Only
SEQN,Respondent sequence number.,DUQY_I_R,Drug Use - Youth,2015,2016,Questionnaire,RDC Only
SEQN,Respondent sequence number.,VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD241B,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. How long ago, in hours, did {you/she/he} cook or bake with natural gas?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD244B,"How long ago, in hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD251B,"How long ago, in hours, has it been since {you/she/he} spent time at a swimming pool, in a hot tub, or in a steam room?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD261B,"How long ago, in hours, has it been since {you/she/he} used dry cleaning solvents, visited a dry cleaning shop or wore clothes that had been dry-cleaned within the last week?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD271B,"How long ago, in hours, has it been since {your/SP's} last shower or hot bath?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD281B,"How long ago, in hours, has it been since {you/she/he} breathed fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD281D,"How long ago, in hours, has it been since {you/she/he} breathed fumes from diesel fuel or kerosene?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTD281F,"How long ago, in hours, has it been since {you/she/he} breathed fumes from fingernail polish?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ200A,{Do you/Does she/Does he} currently store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ210,"First, I would like to ask you a few questions about {your/SP's} home. Does {your/her/his} home have an attached garage?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ220,Is the source of water for {your/her/his} home from a private well?,VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ231A,"{Do you/Does she/Does he} currently use moth balls, moth crystals or toilet bowl deodorizers inside {your/her/his} home?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ233A,"In the last three days, did {you/she/he} inhale smoke from any source for 10 or more minutes?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ233B,When did {you/she/he} last spend 10 or more minutes inhaling smoke?,VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ241A,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. In the last 48 hours, did {you/she/he} cook or bake with natural gas?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ244A,"In the last 48 hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ251A,"In the last 48 hours, did {you/she/he} spend any time at a swimming pool, in a hot tub, or in a steam room?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ261A,"In the last 48 hours, did {you/she/he} use dry cleaning solvents, visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ271A,"In the last 48 hours, did {you/she/he} take a hot shower or bath for five minutes or longer?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ281A,"In the last 48 hours, did {you/she/he} breathe fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ281C,"In the last 48 hours, did {you/she/he} breathe fumes from diesel fuel or kerosene?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
VTQ281E,"In the last 48 hours, did {you/she/he} breathe fumes from fingernail polish?",VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
WTSVOC2Y,VOC Subsample Weight,VTQ_I,Volatile Toxicant,2015,2016,Questionnaire,
RXD530,What is the size or dose that {you take/SP takes}?,RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ510,"Doctors and other health care providers sometimes recommend that {you take/SP takes) a low-dose aspirin each day to prevent heart attacks, strokes, or cancer. {Have you/Has SP} ever been told to do this?",RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ515,{Are you/Is SP} now following this advice?,RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ520,"On {your/SP's} own, {are you/is SP} now taking a low-dose aspirin each day to prevent heart attacks, strokes, or cancer?",RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ525G,"How often {do you/does SP} take an aspirin? (ASA taken daily, on alternate days, or another schedule?)",RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ525Q,How often {do you/does SP} take an aspirin? (Number of ASA doses taken per day or per week).,RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
RXQ525U,How often {do you/does SP} take an aspirin? (ASA doses taken on daily or weekly basis?),RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
SEQN,Respondent sequence number.,RXQASA_I,Preventive Aspirin Use,2015,2016,Questionnaire,
CBD071,"The next questions are about how much money {your family spends/you spend} on food. First I'll ask you about money spent at supermarkets or grocery stores. Then we will talk about money spent at other types of stores. When you answer these questions, please do not include money spent on alcoholic beverages. During the past 30 days, how much money {did your family/did you} spend at supermarkets or grocery stores? Please include purchases made with food stamps. (You can tell me per week or per month.)",CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
CBD091,About how much money was spent on nonfood items? (You can tell me per week or per month.),CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
CBD111,About how much money {did your family/did you} spend on food at these types of stores? Please do not include money you have already told me about. (You can tell me per week or per month.),CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
CBD121,"During the past 30 days, how much money {did your family/did you} spend on eating out? Please include money spent in cafeterias at work or at school or on vending machines, for all family members. (You can tell me per week or per month.)",CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
CBD131,"During the past 30 days, how much money {did your family/did you} spend on food carried out or delivered? Please do not include money you have already told me about. (You can tell me per week or per month.)",CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
SEQN,Respondent sequence number.,CBQ_I,Consumer Behavior,2015,2016,Questionnaire,
SEQN,Respondent sequence number.,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXD030,How old were you when you had sex for the first time?,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXD240,"In the past 30 days, with how many people have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ020,"The next set of questions is about your sexual behavior. By sex, we mean vaginal, oral, or anal sex. Please remember that your answers are strictly confidential. Have you ever had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ040,"During your life, with how many people have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ050,"The last time you had sex, did you or your partner use a condom?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ100,"In your lifetime, with how many men have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ120,"In the past 12 months, with how many men have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ130,"In your lifetime, with how many women have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ150,"In the past 12 months, with how many women have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ170,"In your lifetime, with how many women have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ190,"In the past 12 months, with how many women have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ200,"In your lifetime, with how many men have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ220,"In the past 12 months, with how many men have you had sex?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ250,"In the past 30 days, how many times have you had sex without using a condom?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ270,"In the past 12 months, has a doctor or other health care professional told you that you had gonorrhea, sometimes called GC or clap?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ272,"In the past 12 months, has a doctor or other health care professional told you that you had chlamydia?",SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ280,Are you circumcised or uncircumcised?,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ292,Do you think of yourself as...,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SXQ294,Do you think of yourself as...,SXQYTH_B,Sexual Behavior - Youth,2001,2002,Questionnaire,RDC Only
SEQN,Respondent sequence number.,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXD030,How old were you when you had sex for the first time?,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ020,"The next set of questions is about your sexual behavior. By sex, we mean vaginal, oral, or anal sex. Please remember that your answers are strictly confidential. Have you ever had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ040,"During your life, with how many people have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ050,"The last time you had sex, did you or your partner use a condom?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ100,"In your lifetime, with how many men have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ120,"In the past 12 months, with how many men have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ130,"In your lifetime, with how many women have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ150,"In the past 12 months, with how many women have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ170,"In your lifetime, with how many women have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ190,"In the past 12 months, with how many women have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ200,"In your lifetime, with how many men have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ220,"In the past 12 months, with how many men have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ241,"In the past 30 days, with how many people have you had sex?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ250,"In the past 30 days, how many times have you had sex without using a condom?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ260,Has a doctor or other health care professional ever told you that you had genital herpes?,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ265,Has a doctor or other health care professional ever told you that you had genital warts?,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ270,"In the past 12 months, has a doctor or other health care professional told you that you had gonorrhea, sometimes called GC or clap?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ272,"In the past 12 months, has a doctor or other health care professional told you that you had chlamydia?",SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ280,Are you circumcised or uncircumcised?,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ292,Do you think of yourself as...,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
SXQ294,Do you think of yourself as...,SXQYTH_C,Sexual Behavior - Youth,2003,2004,Questionnaire,RDC Only
CBQ505,"{I'll tell you when you will need it.} For the first few questions, please answer yes or no. In the past 12 months, did you buy food from fast food or pizza places? SP interview version: In the past 12 months, did {you/SP} buy food from fast food or pizza places?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ535,"The last time when you ate out or bought food at a fast-food or pizza place, did you see nutrition or health information about any foods on the menu? SP interview version: The last time when {you/SP} ate out or bought food at a fast-food or pizza place, did {you/he/she} see nutrition or health information about any foods on the menu?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ540,Did you use the information in deciding which foods to buy? SP interview version: Did {you/SP} use the information in deciding which foods to buy?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ545,"{Please open your hand card booklet and turn to hand card 1 to answer the next question.} If nutrition or health information were readily available in fast food or pizza places, would you use it often, sometimes, rarely, or never, in deciding what to order? SP interview version: If nutrition or health information were readily available in fast food or pizza places, would {you/SP} use it often, sometimes, rarely, or never, in deciding what to order?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ550,"[For the following questions, please answer yes or no.] In the past 12 months, did you eat at a restaurant with waiter or waitress service? SP interview version: In the past 12 months, did {you/SP} eat at a restaurant with waiter or waitress service?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ552,Think about the last time {you/SP} ate at a restaurant with a waiter or waitress. Is it a chain-restaurant?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ580,"The last time you ate at a restaurant with a waiter or waitress, did you see nutrition or health information about any foods on the menu? SP interview version: Did {you/SP} see nutrition or health information about any foods on the menu?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ585,Did you use the information in deciding which foods to buy? SP interview version: Did {you/SP} use the information in deciding which foods to buy?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ590,"{Please look at hand card 1 [again].} If nutrition information were readily available in restaurants with a waiter or waitress, would you use it often, sometimes, rarely, or never, in deciding what to order? SP interview version: If nutrition or health information were readily available in restaurants with a waiter or waitress, would {you/SP} use it often, sometimes, rarely, or never, in deciding what to order?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ596,Next I'm going to ask a few questions about the nutritional guidelines recommended for Americans by the federal government. {Have you/Has SP} heard of My Plate?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ606,{Have you/Has SP} looked up the My Plate plan on the internet?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
CBQ611,{Have you/Has SP} tried to follow the recommendations in the My Plate plan?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD030,How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD041,How old was {SP} when {he/she} was first fed formula?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD050,How old was {SP} when {he/she} completely stopped drinking formula?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD055,"This next question is about the first thing that {SP} was given other than breast milk or formula. Please include juice, cow's milk, sugar water, baby food, or anything else that {SP} might have been given, even water. How old was {SP} when {he/she} was first fed anything other than breast milk or formula? (Days)",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD061,How old was {SP} when {he/she} was first fed milk?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD381,"During the school year, about how many times a week {do you/does SP} usually get a complete school lunch?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD411,"During the school year, about how many times a week {do you/does SP} usually get a complete breakfast at school?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD895,"Next I'm going to ask you about meals. By meal, I mean breakfast, lunch and dinner. During the past 7 days, how many meals {did you/did SP} get that were prepared away from home in places such as restaurants, fast food places, food stands, grocery stores, or from vending machines? {Please do not include meals provided as part of the school lunch or school breakfast./Please do not include meals provided as part of the community programs you reported earlier.}",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD900,How many of those meals {did you/did SP} get from a fast-food or pizza place?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD905,"Some grocery stores sell ""ready to eat"" foods such as salads, soups, chicken, sandwiches and cooked vegetables in their salad bars and deli counters. During the past 30 days, how often did {you/SP} eat ""ready to eat"" foods from the grocery store? Please do not include sliced meat or cheese you buy for sandwiches and frozen or canned foods.",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBD910,"During the past 30 days, how often did you {SP} eat frozen meals or frozen pizzas? Here are some examples of frozen meals and frozen pizzas.",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ010,Now I'm going to ask you some general questions about {SP's} eating habits. Was {SP} ever breastfed or fed breastmilk?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073A,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073B,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073C,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073D,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073E,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ073U,What type of milk was {SP} first fed? Was it . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ197,"Now I'm going to ask a few questions about milk products. Do not include their use in cooking. In the past 30 days, how often did {you/SP} have milk to drink or on {your/his/her} cereal? Please include chocolate and other flavored milks as well as hot cocoa made with milk. Do not count small amounts of milk added to coffee or tea. Would you say...",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223A,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223B,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223C,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223D,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223E,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ223U,What type of milk was it? Was it usually . . .,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ229,"The next question is about regular milk use. A regular milk drinker is someone who uses any type of milk at least 5 times a week. Using this definition, which statement best describes {you/SP}?...",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ235A,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a child between the ages of 5 and 12 years old? Would you say...",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ235B,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a teenager between the ages of 13 and 17 years old? Would you say...",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ235C,"Now, I'm going to ask you how often {you/SP} drank milk at different times in {your/his/her} life. How often did {you/SP} drink any type of milk, including milk added to cereal when {you were/s/he was} a young adult between the ages of 18 and 35 years old? Would you say...",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ301,"The next questions are about meals provided by community or government programs. In the past 12 months, did {you/SP} receive any meals delivered to {your/his/her} home from community programs, ""Meals on Wheels"", or any other programs?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ330,"In the past 12 months, did {you/SP} go to a community program or senior center to eat prepared meals?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ360,"During the school year, {do you/does SP} attend a kindergarten, grade school, junior or high school?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ370,Does {your/SP's} school serve school lunches? These are complete lunches that cost the same every day.,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ390,"{Do you/Does SP} get these lunches free, at a reduced price, or {do you/does he/she} pay full price?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ400,Does {your/SP's} school serve a complete breakfast that costs the same every day?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ421,"{Do you/Does SP} get these breakfasts free, at a reduced price, or {do you/does he/she} pay full price?",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ424,(Do you/Does SP) get a free or reduced price meal at any summer program (he/she) attends?,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
DBQ700,"Next I have some questions about {your/SP?s} eating habits. In general, how healthy is {your/his/her} overall diet? Would you say . . .",DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
SEQN,Respondent sequence number.,DBQ_I,Diet Behavior & Nutrition,2015,2016,Questionnaire,
RXDCOUNT,The number of prescription medicines reported.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDDAYS,For how long have you been using or taking {PRODUCT NAME}?,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDDRGID,Generic drug code.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDDRUG,Generic drug name.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSC1,ICD-10-CM code 1.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSC2,ICD-10-CM code 2.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSC3,ICD-10-CM code 3.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSD1,ICD-10-CM code 1 description.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSD2,ICD-10-CM code 2 description.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDRSD3,ICD-10-CM code 3 description.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXDUSE,"In the past 30 days, have you used or taken medication for which a prescription is needed? Do not include prescription vitamins or minerals you may have already told me about.",RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
RXQSEEN,Was prescription container seen by interviewer?,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
SEQN,Respondent sequence number.,RXQ_RX_I,Prescription Medications,2015,2016,Questionnaire,
BPD035,How old {were you/was SP} when {you were/he/she was} first told that {you/he/she} had hypertension or high blood pressure?,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ020,"{Have you/Has SP} ever been told by a doctor or other health professional that {you/s/he} had hypertension, also called high blood pressure?",BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ030,"{Were you/Was SP} told on 2 or more different visits that {you/s/he} had hypertension, also called high blood pressure?",BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ040A,"Because of {your/SP's} (high blood pressure/hypertension), {have you/has s/he} ever been told to . . . take prescribed medicine?",BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ050A,{Are you/Is SP} now taking prescribed medicine?,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ060,{Have you/Has SP} ever had {your/his/her} blood cholesterol checked?,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ070,About how long has it been since {you/SP} last had {your/his/her} blood cholesterol checked? Has it been...,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ080,{Have you/Has SP} ever been told by a doctor or other health professional that {your/his/her} blood cholesterol level was high?,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ090D,"[To lower (your/his/her) blood cholesterol, (have/has) (you/SP) ever been told by a doctor or other health professional]... to take prescribed medicine?",BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
BPQ100D,(Are you/Is SP) now following this advice to take prescribed medicine?,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,BPQ_J,Blood Pressure & Cholesterol,2017,2018,Questionnaire,
HUD080,"How many different times did {you/SP} stay in any hospital overnight or longer {during the past 12 months}? (Do not count total number of nights, just total number of hospital admissions for stays which lasted 1 or more nights.)",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ010,{First/Next} I have some general questions about {your/SP's} health. Would you say {your/SP's} health in general is . . .,HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ020,"Compared with 12 months ago, would you say {your/SP's} health is now . . .",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ030,Is there a place that {you/SP} usually {go/goes} when {you are/he/she is} sick or {you/s/he} need{s} advice about {your/his/her} health?,HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ041,"{What kind of place is it - a clinic, doctor's office, emergency room, or some other place?} {What kind of place {do you/does SP} go to most often - a clinic, doctor's office, emergency room, or some other place?}",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ051,"{During the past 12 months, how/How} many times {have you/has SP} seen a doctor or other health care professional about {your/his/her} health at a doctor's office, a clinic or some other place? Do not include times {you were/s/he was} hospitalized overnight, visits to hospital emergency rooms, home visits or telephone calls.",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ061,About how long has it been since {you/SP} last saw or talked to a doctor or other health care professional about {your/his/her} health? Include doctors seen while {you were} {he/she was} a patient in a hospital. Has it been . . .,HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ071,"{During the past 12 months, were you/{was} SP} a patient in a hospital overnight? Do not include an overnight stay in the emergency room.",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HUQ090,"During the past 12 months, that is since {DISPLAY CURRENT MONTH} of {DISPLAY LAST YEAR}, {have you/has SP} seen or talked to a mental health professional such as a psychologist, psychiatrist, psychiatric nurse or clinical social worker about {your/his/her} health?",HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
SEQN,Respondent sequence number.,HUQ_J,Hospital Utilization & Access to Care,2017,2018,Questionnaire,
HEQ010,Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} Hepatitis B? (Hepatitis is a form of liver disease. Hepatitis B is an infection of the liver from the Hepatitis B virus (HBV).),HEQ_J,Hepatitis,2017,2018,Questionnaire,
HEQ020,Please look at the drugs on this card that are prescribed for Hepatitis B. {Were you/Was/s/he/SP} ever prescribed any medicine to treat Hepatitis B?,HEQ_J,Hepatitis,2017,2018,Questionnaire,
